workerid,actor_coords,trial_num,sentence_0,sentence_1,pear_coords,layout,target_0,target_1
5,"""[0.5 0.5]""",16,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[0.5 9.5]""","""[7 5]_[2 0]""",0.7,0.3
5,"""[0.5 0.5]""",17,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[0.5 9.5]""","""[7 5]_[3 0]""",0.99,0
5,"""[0.5 0.5]""",18,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[0.5 9.5]""","""[9 5]_[1 0]""",0.47,0.68
5,"""[0.5 0.5]""",19,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[0.5 9.5]""","""[5 9]_[2 0]""",0.71,0.23
5,"""[0.5 9.5]""",20,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[9.5 9.5]""","""[7 9]_[3 0]""",1,0
5,"""[0.5 0.5]""",21,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[0.5 9.5]""","""[9 5]_[2 0]""",0.69,0.23
5,"""[0.5 9.5]""",22,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[9.5 9.5]""","""[9 5]_[3 0]""",1,0
5,"""[9.5 9.5]""",23,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[9.5 0.5]""","""[7 7]_[2 0]""",0.73,0.2
5,"""[9.5 9.5]""",24,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[9.5 0.5]""","""[5 7]_[3 0]""",1,0
5,"""[0.5 0.5]""",25,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[0.5 9.5]""","""[5 5]_[2 0]""",0.76,0.21
5,"""[0.5 9.5]""",26,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[9.5 9.5]""","""[7 9]_[2 0]""",0.83,0.2
5,"""[9.5 0.5]""",27,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[0.5 0.5]""","""[9 9]_[2 0]""",0.79,0.16
6,"""[0.5 0.5]""",1,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[0.5 9.5]""","""[9 9]_[1 0]""",0.79,0.78
6,"""[9.5 9.5]""",2,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[9.5 0.5]""","""[5 7]_[1 0]""",0.7,0.75
6,"""[9.5 9.5]""",3,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[9.5 0.5]""","""[9 7]_[1 0]""",0.71,0.82
6,"""[9.5 9.5]""",4,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[9.5 0.5]""","""[5 9]_[2 0]""",0.8,0.32
6,"""[9.5 9.5]""",5,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[9.5 0.5]""","""[7 9]_[1 0]""",0.76,0.8
6,"""[9.5 0.5]""",6,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[0.5 0.5]""","""[5 7]_[2 0]""",0.77,0.31
6,"""[0.5 0.5]""",7,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[0.5 9.5]""","""[9 7]_[2 0]""",0.8,0.16
6,"""[0.5 0.5]""",8,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[0.5 9.5]""","""[7 5]_[3 0]""",0.88,0.05
6,"""[0.5 9.5]""",9,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[9.5 9.5]""","""[5 5]_[2 0]""",0.83,0.25
6,"""[9.5 0.5]""",10,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[0.5 0.5]""","""[7 9]_[3 0]""",0.82,0
6,"""[0.5 0.5]""",11,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[0.5 9.5]""","""[5 5]_[3 0]""",0.9,0.01
6,"""[9.5 0.5]""",12,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[0.5 0.5]""","""[7 9]_[2 0]""",0.8,0.27
6,"""[0.5 0.5]""",13,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[0.5 9.5]""","""[7 7]_[1 0]""",0.73,0.63
6,"""[9.5 9.5]""",14,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[9.5 0.5]""","""[7 5]_[1 0]""",0.65,0.7
6,"""[0.5 0.5]""",15,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[0.5 9.5]""","""[9 7]_[3 0]""",0.83,0
6,"""[9.5 9.5]""",16,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[9.5 0.5]""","""[5 9]_[1 0]""",0.73,0.86
6,"""[9.5 0.5]""",17,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[0.5 0.5]""","""[7 5]_[2 0]""",0.77,0.43
6,"""[9.5 0.5]""",18,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[0.5 0.5]""","""[7 7]_[3 0]""",0.77,0.03
6,"""[0.5 0.5]""",19,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[0.5 9.5]""","""[9 9]_[3 0]""",0.73,0
6,"""[0.5 9.5]""",20,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[9.5 9.5]""","""[9 9]_[2 0]""",0.72,0.35
6,"""[0.5 0.5]""",21,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[0.5 9.5]""","""[7 7]_[2 0]""",0.77,0.18
6,"""[9.5 0.5]""",22,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[0.5 0.5]""","""[9 5]_[3 0]""",0.91,0
6,"""[9.5 0.5]""",23,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[0.5 0.5]""","""[5 9]_[3 0]""",0.78,0
6,"""[9.5 0.5]""",24,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[0.5 0.5]""","""[9 5]_[2 0]""",0.69,0.25
6,"""[9.5 9.5]""",25,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[9.5 0.5]""","""[9 5]_[1 0]""",0.67,0.74
6,"""[0.5 0.5]""",26,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[0.5 9.5]""","""[5 7]_[3 0]""",0.81,0.02
6,"""[9.5 9.5]""",27,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[9.5 0.5]""","""[5 5]_[1 0]""",0.7,0.65
7,"""[9.5 9.5]""",1,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[9.5 0.5]""","""[7 7]_[2 0]""",0.78,0.49
7,"""[0.5 0.5]""",2,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[0.5 9.5]""","""[5 7]_[3 0]""",0.97,0.48
7,"""[9.5 9.5]""",3,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[9.5 0.5]""","""[9 9]_[1 0]""",0.18,0.66
7,"""[9.5 0.5]""",4,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[0.5 0.5]""","""[5 7]_[2 0]""",0.69,0.5
7,"""[9.5 9.5]""",5,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[9.5 0.5]""","""[7 9]_[2 0]""",0.51,0.54
7,"""[0.5 9.5]""",6,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[9.5 9.5]""","""[5 5]_[2 0]""",0.49,0.47
7,"""[0.5 9.5]""",7,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[9.5 9.5]""","""[5 7]_[1 0]""",0.29,0.67
7,"""[9.5 9.5]""",8,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[9.5 0.5]""","""[9 7]_[1 0]""",0.24,0.55
7,"""[9.5 9.5]""",9,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[9.5 0.5]""","""[7 5]_[3 0]""",1,0.68
7,"""[9.5 9.5]""",10,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[9.5 0.5]""","""[5 5]_[1 0]""",0.23,0.57
7,"""[9.5 0.5]""",11,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[0.5 0.5]""","""[9 5]_[1 0]""",0.2,0.58
7,"""[0.5 9.5]""",12,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[9.5 9.5]""","""[9 5]_[2 0]""",0.56,0.41
7,"""[9.5 0.5]""",13,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[0.5 0.5]""","""[9 7]_[2 0]""",0.49,0.53
7,"""[0.5 9.5]""",14,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[9.5 9.5]""","""[7 7]_[1 0]""",0.19,0.58
7,"""[0.5 0.5]""",15,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[0.5 9.5]""","""[7 9]_[3 0]""",1,0.24
7,"""[0.5 0.5]""",16,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[0.5 9.5]""","""[7 5]_[2 0]""",0.38,0.46
7,"""[0.5 9.5]""",17,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[9.5 9.5]""","""[5 9]_[1 0]""",0.13,0.76
7,"""[9.5 0.5]""",18,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[0.5 0.5]""","""[9 9]_[3 0]""",1,0.24
7,"""[0.5 9.5]""",19,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[9.5 9.5]""","""[7 5]_[1 0]""",0.17,0.76
7,"""[0.5 0.5]""",20,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[0.5 9.5]""","""[7 7]_[3 0]""",1,0.25
7,"""[0.5 9.5]""",21,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[9.5 9.5]""","""[5 9]_[2 0]""",0.27,0.68
7,"""[0.5 9.5]""",22,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[9.5 9.5]""","""[9 5]_[3 0]""",0.89,0.18
7,"""[9.5 0.5]""",23,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[0.5 0.5]""","""[9 7]_[3 0]""",1,0.21
7,"""[9.5 0.5]""",24,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[0.5 0.5]""","""[5 5]_[3 0]""",1,0.2
7,"""[9.5 0.5]""",25,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[0.5 0.5]""","""[7 9]_[1 0]""",0.13,0.75
7,"""[9.5 0.5]""",26,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[0.5 0.5]""","""[5 9]_[3 0]""",1,0.26
7,"""[9.5 9.5]""",27,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[9.5 0.5]""","""[9 9]_[2 0]""",0.51,0.55
8,"""[0.5 0.5]""",1,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[0.5 9.5]""","""[9 7]_[3 0]""",1,0
8,"""[9.5 9.5]""",2,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[9.5 0.5]""","""[5 7]_[3 0]""",1,0
8,"""[9.5 9.5]""",3,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[9.5 0.5]""","""[9 5]_[1 0]""",1,0.14
8,"""[9.5 9.5]""",4,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[9.5 0.5]""","""[9 5]_[3 0]""",1,0.06
8,"""[0.5 0.5]""",5,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[0.5 9.5]""","""[7 7]_[3 0]""",1,0.03
8,"""[0.5 0.5]""",6,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[0.5 9.5]""","""[5 7]_[2 0]""",0.64,0.45
8,"""[9.5 0.5]""",7,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[0.5 0.5]""","""[7 7]_[2 0]""",0.43,0.24
8,"""[9.5 9.5]""",8,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[9.5 0.5]""","""[5 5]_[3 0]""",1,0.03
8,"""[0.5 0.5]""",9,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[0.5 9.5]""","""[5 5]_[2 0]""",0.83,0.15
8,"""[9.5 0.5]""",10,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[0.5 0.5]""","""[7 5]_[2 0]""",0.67,0.18
8,"""[9.5 9.5]""",11,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[9.5 0.5]""","""[9 5]_[2 0]""",0.73,0.23
8,"""[0.5 9.5]""",12,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[9.5 9.5]""","""[7 9]_[3 0]""",1,0
8,"""[9.5 0.5]""",13,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[0.5 0.5]""","""[7 7]_[1 0]""",0.75,0.65
8,"""[0.5 9.5]""",14,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[9.5 9.5]""","""[5 5]_[1 0]""",0.86,0.43
8,"""[9.5 9.5]""",15,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[9.5 0.5]""","""[9 9]_[3 0]""",1,0
8,"""[0.5 0.5]""",16,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[0.5 9.5]""","""[9 9]_[2 0]""",1,0
8,"""[9.5 0.5]""",17,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[0.5 0.5]""","""[5 7]_[1 0]""",0.55,0.27
8,"""[0.5 0.5]""",18,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[0.5 9.5]""","""[5 9]_[1 0]""",0.63,0.12
8,"""[0.5 0.5]""",19,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[0.5 9.5]""","""[9 7]_[1 0]""",0.48,0.45
8,"""[9.5 0.5]""",20,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[0.5 0.5]""","""[7 9]_[1 0]""",0.76,0.37
8,"""[9.5 9.5]""",21,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[9.5 0.5]""","""[7 5]_[3 0]""",0.51,0.47
8,"""[0.5 9.5]""",22,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[9.5 9.5]""","""[9 9]_[1 0]""",0.64,0.56
